Android,法国赛科技术工程集团中国总公司,汽车/摩托车,100-499人,93万人民币,11-15k,广州,本科及以上5-10年普通话 年龄不限,领导好技能培训岗位晋升发展空间大,职位描述：1.软件开发环境：Android操作系统（O、P和Q）??Linux（IVI连接Android）配置工具：Git 安卓工作室??网络浏览器（Chrome和Android Webview）2.目标描述：与MM软件和项目团队合作，实现软件开发目标在软件团队中交换软件开发解决方案，并向软件项目负责人汇报项目开发，编写软件技术文件，跟踪软件开发，熟悉Linux操作系统开发。为汽车嵌入式产品开发软件模块和集成HMI（设计+编码+单元测试）遵循ASPICE L.2标准实现发展，通过内部网更新、阅读和演示，为设计师、工程师和工程师收集和分享设计最佳实践的知识，整个公司的经理??参与项目的报价、设计和验证，支持软件项目负责人处理日常技术问题负责设计/改进工作的准确性及其在生产中的及时实施。3.技术要求本科学历，电子、通信或相关专业背景，至少3年嵌入式软件开发经验c/c++知识：基础，ava语言：专家软件设计和实时操作系统知识，较强的软件设计、编码和调试能力有汽车工作背景者优先，有Android应用程序设计和开发经验，有网站开发经验，插座基本知识，有信息娱乐和IVI工作背景者优先综合精确，有条理，注重细节以客户为导向，愿意出差，能够在压力下工作（有限的资源和时间），流利的英语（口语、阅读、听力和写作）是必须的，良好的沟通能力。
Android,上海海栎创科技股份有限公司,电子技术/半导体/集成电路,100-499人,5000万人民币,20-30k·13薪,上海,统招本科经验不限语言不限 年龄不限,年终奖金绩效奖金五险一金生育补贴加班补贴弹性工作带薪年假年度旅游团队聚餐定期体检,职位描述：职责描述：1.负责电容触摸屏在Android手机平台的驱动开发；2.负责以Android APK 工具开发；客户项目支持，可能会有短期出差。任职要求：1.电子，通信，计算机，自动化等相关专业，本科及以上学历；2.精通嵌入式C/C++；3.有Android/Linux驱动开发经验；4.Android APK 开发经验优先；5.英文听说读写良好；良好的团队合作意识和沟通能力，勤奋好学，乐于钻研技术。
Android,吉递(中国)能源科技有限公司,新能源,1-49人,6000万人民币,15-20k,苏州,本科及以上1-3年语言不限 年龄不限,带薪年假交通补助通讯津贴午餐补助定期体检节日礼物岗位晋升五险一金发展空间大,职位描述：岗位职责：1. 负责智能换电柜设备上Android工控机应用程序的开发及调试（工控机与外部串口设备、触摸屏、网络通信等模块的对接开发，以及与云端服务器的业务流程交互通信）；2. 负责Android工控机应用程序的UI开发、调试；3. 负责Android工控机与云端服务器的数据交互开发、调试； 4. 负责Android工控机系统的整体稳定性开发、测试； 5. 负责Android系统的应用升级、迭代；6. 参与产品硬件技术架构的改进、性能优化和技术方案制定。 岗位要求： 1. 本科及以上学历，电子/计算机/通讯/自动化等相关专业； 2. 熟悉Android及底层工作机制，深入了解Android系统软件架构，具有2年以上Android研发经验； 3. 精通JAVA、熟悉C语言，熟悉Android Framework，熟练进行HAL/JNI设计开发； 4. 能独立开发Android应用，熟悉相关开发及测试工具的使用； 5. 精通Android平台应用开发的相关技术，具有丰富的嵌入式系统研发经验； 6. 熟悉MQTT协议，TCP/IP、HTTP、WebService、SOCKET等应用；7. 具备扎实的计算机理论基础和丰富的项目经验，有工控机开发经验； 8. 对工控机串口、USB接口、网络模块、触摸屏等用丰富的开发应用经验，具有Android物联网、智能硬件相关软件开发和调试经验； 9. 熟悉ROM修改以及开发，可按照特定需求修改优化；10. 具有良好的编码风格和代码质量意识，能够建立编码规范，并依规范进行团队协作；11. 具有强烈的责任心和良好的沟通能力及团队合作精神，喜欢研究新产品和新技术。及团队合作精神，喜欢研究新产品和新技术。
Android,上海互啊佑智能科技有限公司,互联网/移动互联网/电子商务,100-499人,285万人民币,10-15k,上海,本科及以上3-5年语言不限 年龄不限,股票期权节日礼物领导好管理规范岗位晋升五险一金团队聚餐发展空间大公司规模大扁平管理,职位描述：岗位职责1、从事Android平台应用软件的分析、设计、编码和测试；2、负责Android 关键技术问题的攻克，对系统的性能和稳定性负责；3、参与推动android客户端产品开发框架的讨论以及实施；4、参与项目需求分析以及技术方案讨论调研；5、根据产品需求，按时完成高质量的相关客户端产品的开发任务。岗位要求1、本科以上学历，三年以上Android相关开发工作经验；2、精通Android开发，且自主完成过某些UI控件、或底层服务框架、或底层公共模块的设计与开发；3、精通Android开发平台及框架原理，精通Android的基本组件如UI、网络、数据库、XML/JSON解析等开发技巧，能够实现复杂的界面交互，具备主流开源框架的使用经验，至少有一个成熟的线上项目经验；4、开发基础良好，理解常见设计模式，在项目或产品中有很好的设计实践；5、熟悉Android网络通信机制，多线程技术，内存管理，线程管理，性能优化等；6、熟练使用禅道、Git或者其它团队协作及版本控制工具；7、较强的上进心和求知欲，善于学习和运用新知识，善于沟通和逻辑表达，有强烈的团队意识和执行力；8、具有小程序或html5开发经验者优先；9、具有移动混合模式开发背景者优先；10、能独立搭建APP框架，有一定的重构能力，使代码重用性高，可扩展性强；有独立开发过完整的上线项目，有大型app Android软件开发经验优先。
Android,广州仪速安电子科技有限公司,电子技术/半导体/集成电路,1-49人,500万人民币,6-8k,广州,本科及以上1-3年普通话 年龄不限,五险一金绩效奖金股票期权带薪年假定期体检年度旅游节日礼物,"职位描述：岗位职责：1、负责Android平台的软件产品的核心模块的设计与开发，能独立承担相关APP的开发；2、负责Android整体框架、GUI交互的设计与开发；3、负责Android基础模块、通用模块的设计与开发。4、负责Android通讯模块和交易模块的设计。岗位要求：1、计算机/电子工程相关专业，本科以上学历；2、3年以上手机客户端开发经验,熟悉Android等手机操作系统架构和原理,熟练使用Eclipse等开发工具进行开发和测试,能带领团队者更好；3、熟悉Android手机界面布局，能够根据UI设计工程师效果图进行开发；4、熟练掌握各种通信交互技术，能很好地配合前端工程师进行数据交互和显示；5、有完整的移动项目(Android客户端)经验；6、具有良好的编程习惯和良好的技术文档阅读和撰写能力；7、综合素质良好，较强的沟通能力及合作意识；8、有创业激情，能承受较大的工作压力，有极强的自我驱动能力；9、最好能提供参与开发的APP案例；10、有生化医疗类设备行业的互联网开发经验优先。"
Android,广州宜家创生物业管理有限公司,物业管理,1000-2000人,2000万人民币,8-15k,广州,本科及以上5-10年语言不限 年龄不限,发展空间大绩效奖金股票期权扁平管理领导好,职位描述：岗位职责：1、参与业务需求设计讨论，基于Android平台进行应用程序开发；2、负责移动平台软件框架的研究，设计和实现、关键技术验证和选型等工作；3、完成Android项目设计、编码、测试和优化。4、编写相关的开发文档，如技术文档，设计文档，测试文档等。5、开发针对不同的Android操作系统版本和屏幕尺寸的应用，并完成兼容性测试。6、对所开发的APP进行版本更新及维护。7、学习和研究新的移动互联网技术以满足产品的需求。岗位要求：1、大专以上学历，计算机相关专业，精通java语言；2、具有2年以上Android开发经验，熟悉Android开发架构和API调用；3、熟悉Android原生开发环境和HTML5开发技术，具备Android原生APP开发经验和代码框架搭建能力；4、熟悉面向对象编程、图形界面开发，具备良好的编程习惯；5、具备较强的业务理解能力、需求分析和设计能力，对系统架构、模块划分解耦等具有清晰的理解；6、 沟通良好，责任心强，有较好的自学能力；7、 有JAVA WEB 开发经验优先。
Android,中赫在线,医药销售,100-499人,200万人民币,面议,南京,本科及以上3-5年语言不限 年龄不限,绩效奖金五险一金交通补助领导好弹性工作团队聚餐定期体检,"职位描述：职责描述：1、负责Android应用软件的设计、开发，及App软件架构的改进，参与项目技术方案制定；2、负责项目任务目标按计划完成，编写高质量的代码；3、参与Android产品需求沟通、分析，完成关键技术验证等工作；4、负责产品的正常运行以及维护升级，解决产品日常运营中发现的问题，参与分析和解决产品开发中遇到的技术问题，解决产品技术难题；5、与业务部门配合沟通，配合运营等其他团队，提供产品相关技术支持；6、根据研发规范和项目流程编写相关的技术文档。任职要求：1、计算机相关专业本科或以上学历，3年以上的Android开发经验，独立完整的负责过Android平台手机应用软件开发；2、熟练掌握Android后台开发平台及框架原理、Android开发工具和测试工具的使用等主要开发组件，熟悉Android各大组件和版本之间的差异，对android的整体架构有较为深入的了解；3、熟悉网络编程、基于多线程、SOCKET、HTTP等方面编程，熟悉安卓事件分发机制，与view绘制机制，handle的原理，消息传递机制，线程与线程池；4、具有丰富的手机软件架构设计经验和性能调优经验，熟练掌握掌握调试工具，以及安卓的一些辅助分析工具systrace , layout inspector等，有混合开发经验优先；5、良好的沟通和表达能力，做事认真负责，有团队意识，有较强的思维逻辑；6、具有医疗及互联网医院平台开发建设经验者优先，有音视频开发经验者优先"
Android,上海丙晟科技有限公司,互联网+,100-499人,460000万人民币,25-35k·13薪,上海,统招本科5-10年语言不限 年龄不限,年终奖金领导好发展空间大扁平管理岗位晋升,职位描述：职责描述：1.移动端Android APP的开发维护2.完成安卓App和其他支付渠道的对接工作（如微信支付，支付宝等）3.能够分析项目需求，设计实施方案，完成代码编写4.参与团队技术框架搭建，提高开发效率5.相互审核代码，优化代码性能6.与团队成员分享经验和技术，与团队共同成长任职要求：1.计算机相关本科及以上学历，3年以上Android研发经验2.具有较强的代码基础和优良的代码习惯，有较好沟通与表达能力、思维逻辑清晰。善于学习和分享3.熟悉AndroidUI，组件，以及各方框架4.有独立完成App设计开发的能力5.熟悉Framwork底层设计原理6.熟悉Android调优方法及工具7.具备快速迭代和敏捷开发思维，沟通能力较好，有责任心，有团队合作精神，能够承受一定的工作压力8.有Flutter开发经验优先
Android,软通动力,互联网/移动互联网/电子商务,10000人以上,36000万人民币,15-25k,武汉,本科及以上3-5年语言不限 年龄不限,五险一金节日礼物公司规模大带薪年假定期体检,职位描述：1、本科以上学历，计算机、软件工程等相关专业；3年以上安卓开发工作经验；2、积极主动，有良好的沟通能力，较强的学习能力，能够思考和优化解决方案，责任心强3、基本功扎实，对移动端APP的开发熟悉；4、良好的设计和编码品味，热爱写代码，能产出高质量的设计和代码，对代码有洁癖；5、了解Android Studio开发环境，熟悉Java，了解面向对象的设计模式；6、熟悉Android Mobile App的监控和错误定位方法，有性能优化、产品调优经验 7、熟悉各个不同版本的Android特点；8.良好的英文沟通能力。有海外开发经验的优先；
Android,迅击信息科技(深圳)有限公司,电子技术/半导体/集成电路,100-499人,732万人民币,面议,深圳,本科及以上3-5年语言不限 年龄不限,股票期权绩效奖金五险一金交通补助餐费补贴弹性工作带薪年假子女福利年底双薪,"职位描述：What you'll do:Push the limits of mobile devices and create great user experiencesBuild smooth, stable and fun productsEvaluate the technical tradeoffs of every decisionPerform code reviews, design reviews and iterate quickly without compromising qualityCollaborate efficiently with top engineers around the worldCreate engineering quality and efficiency meanwhile proactively participate in maintaining team standard and best practicesWork with other senior leaders to define and execute a strategic roadmap aligned with Snapchat’s top goalsUnderstands the broader business context around their area and provides intelligent solutions.Be responsible for coding new features and installing the right expertise into the team through your technical expertise and leadership for long-term successWho we’re looking for:5+ years of experience in developing mobile applicationsExperience in system design and hands-on developmentExcellent understanding of computer science fundamentals, data structure and algorithms.Excellent problem-solving skills, can triage and resolve critical tech issues without supervision.Experience in mentoring junior engineersBS/BA degree in a technical field such as Computer Science (or equivalent years of experience).Comprehension of and ability to speak in EnglishPreferred skills and qualifications:Strong track record of delivering large client features in app registration, sign-up, onboarding and friending.Interest in data driven approach to problem solvingExperience in Java, Kotlin, RX Java and specifically Android programmingFamiliar with Objective-C and specifically xcode and iOS programmingFamiliar with AB testing and evaluation experienceExcellent verbal and written communication skills, with high attention to detailAbility to prioritize tasks and work independentlyExperience in firmware development is a plusExperience collaborating with internal and external stakeholders at all levels of a companyLocation: Shenzhen / China"
